record_id,event_id,event_date,year,month,municipality,province,country,event_category,planned_flag,affected_area_as_published,affected_area_normalized,affected_flag,source_title,source_url,source_type,data_note
1,E001,2023-02-15,2023,2,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,power_outage,0,Inteke,Inteke,1,City Working to Resolve Power Outages Affecting Water Systems,https://www.durban.gov.za/press-statement/City%2BWorking%2Bto%2BResolve%2BPower%2BOutages%2BAffecting%2BWater%2BSystems.,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
174,E008,2023-09-22,2023,9,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,aqueduct_recovery,0,Umgeni Park,Umgeni Park,1,Update: Interruption Of Water Supply Affecting Umhlanga And Durban North Areas,https://www.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BAffecting%2BUmhlanga%2BAnd%2BDurban%2BNorth%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
175,E008,2023-09-22,2023,9,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,aqueduct_recovery,0,Parkhill,Parkhill,1,Update: Interruption Of Water Supply Affecting Umhlanga And Durban North Areas,https://www.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BAffecting%2BUmhlanga%2BAnd%2BDurban%2BNorth%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
176,E008,2023-09-22,2023,9,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,aqueduct_recovery,0,Umhlanga Rocks,Umhlanga Rocks,1,Update: Interruption Of Water Supply Affecting Umhlanga And Durban North Areas,https://www.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BAffecting%2BUmhlanga%2BAnd%2BDurban%2BNorth%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
177,E008,2023-09-22,2023,9,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,aqueduct_recovery,0,Umhlanga,Umhlanga,1,Update: Interruption Of Water Supply Affecting Umhlanga And Durban North Areas,https://www.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BAffecting%2BUmhlanga%2BAnd%2BDurban%2BNorth%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
178,E008,2023-09-22,2023,9,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,aqueduct_recovery,0,Glen Anil,Glen Anil,1,Update: Interruption Of Water Supply Affecting Umhlanga And Durban North Areas,https://www.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BAffecting%2BUmhlanga%2BAnd%2BDurban%2BNorth%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
179,E008,2023-09-22,2023,9,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,aqueduct_recovery,0,La Lucia,La Lucia,1,Update: Interruption Of Water Supply Affecting Umhlanga And Durban North Areas,https://www.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BAffecting%2BUmhlanga%2BAnd%2BDurban%2BNorth%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
180,E008,2023-09-22,2023,9,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,aqueduct_recovery,0,Virginia,Virginia,1,Update: Interruption Of Water Supply Affecting Umhlanga And Durban North Areas,https://www.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BAffecting%2BUmhlanga%2BAnd%2BDurban%2BNorth%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
181,E008,2023-09-22,2023,9,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,aqueduct_recovery,0,Prestondale,Prestondale,1,Update: Interruption Of Water Supply Affecting Umhlanga And Durban North Areas,https://www.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BAffecting%2BUmhlanga%2BAnd%2BDurban%2BNorth%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
182,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Durban North,Durban North,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
183,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Umhlanga,Umhlanga,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
184,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Phoenix,Phoenix,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
185,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Inanda,Inanda,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
186,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Ntuzuma,Ntuzuma,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
187,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,KwaMashu,KwaMashu,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
188,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Umlazi,Umlazi,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
189,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Chatsworth,Chatsworth,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
190,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Folweni,Folweni,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
191,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Chesterville,Chesterville,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
192,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Westville,Westville,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
193,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Pinetown,Pinetown,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
194,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,KwaSanti,KwaSanti,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
195,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Savannah Park,Savannah Park,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
196,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Klaarwater,Klaarwater,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
197,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Verulam,Verulam,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
198,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Redcliffe,Redcliffe,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
199,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Richmond Farm,Richmond Farm,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
200,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Queensburgh,Queensburgh,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
201,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Shallcross,Shallcross,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
202,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,St Wendolins,St Wendolins,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
203,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Welbedacht West,Welbedacht West,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
204,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Demat,Demat,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
205,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Luganda,Luganda,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
206,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Mawelewele,Mawelewele,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
207,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Parts of Nagina,Nagina,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
208,E009,2023-10-12,2023,10,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,reservoir_recovery,0,Washington Heights,Washington Heights,1,Update: Interruption Of Water Supply In Northern And Southern Areas,https://roads.durban.gov.za/press-statement/Update%3A%2BInterruption%2BOf%2BWater%2BSupply%2BIn%2BNorthern%2BAnd%2BSouthern%2BAreas,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
209,E010,2024-02-15,2024,2,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Bonela,Bonela,1,Water Restriction from Wiggins Water Works Pumpstation,https://www.durban.gov.za/press-statement/Water%2BRestriction%2Bfrom%2BWiggins%2BWater%2BWorks%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
210,E010,2024-02-15,2024,2,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Briardene,Briardene,1,Water Restriction from Wiggins Water Works Pumpstation,https://www.durban.gov.za/press-statement/Water%2BRestriction%2Bfrom%2BWiggins%2BWater%2BWorks%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
211,E010,2024-02-15,2024,2,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Clare Estate,Clare Estate,1,Water Restriction from Wiggins Water Works Pumpstation,https://www.durban.gov.za/press-statement/Water%2BRestriction%2Bfrom%2BWiggins%2BWater%2BWorks%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
212,E010,2024-02-15,2024,2,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Clare Hills,Clare Hills,1,Water Restriction from Wiggins Water Works Pumpstation,https://www.durban.gov.za/press-statement/Water%2BRestriction%2Bfrom%2BWiggins%2BWater%2BWorks%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
213,E010,2024-02-15,2024,2,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Garden Park,Garden Park,1,Water Restriction from Wiggins Water Works Pumpstation,https://www.durban.gov.za/press-statement/Water%2BRestriction%2Bfrom%2BWiggins%2BWater%2BWorks%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
214,E010,2024-02-15,2024,2,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Morningside,Morningside,1,Water Restriction from Wiggins Water Works Pumpstation,https://www.durban.gov.za/press-statement/Water%2BRestriction%2Bfrom%2BWiggins%2BWater%2BWorks%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
215,E010,2024-02-15,2024,2,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Musgrave,Musgrave,1,Water Restriction from Wiggins Water Works Pumpstation,https://www.durban.gov.za/press-statement/Water%2BRestriction%2Bfrom%2BWiggins%2BWater%2BWorks%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
216,E010,2024-02-15,2024,2,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Palmiet,Palmiet,1,Water Restriction from Wiggins Water Works Pumpstation,https://www.durban.gov.za/press-statement/Water%2BRestriction%2Bfrom%2BWiggins%2BWater%2BWorks%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
217,E010,2024-02-15,2024,2,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Sherwood,Sherwood,1,Water Restriction from Wiggins Water Works Pumpstation,https://www.durban.gov.za/press-statement/Water%2BRestriction%2Bfrom%2BWiggins%2BWater%2BWorks%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
218,E010,2024-02-15,2024,2,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Sparks,Sparks,1,Water Restriction from Wiggins Water Works Pumpstation,https://www.durban.gov.za/press-statement/Water%2BRestriction%2Bfrom%2BWiggins%2BWater%2BWorks%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
219,E010,2024-02-15,2024,2,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Springfield,Springfield,1,Water Restriction from Wiggins Water Works Pumpstation,https://www.durban.gov.za/press-statement/Water%2BRestriction%2Bfrom%2BWiggins%2BWater%2BWorks%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
220,E010,2024-02-15,2024,2,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Sydenham,Sydenham,1,Water Restriction from Wiggins Water Works Pumpstation,https://www.durban.gov.za/press-statement/Water%2BRestriction%2Bfrom%2BWiggins%2BWater%2BWorks%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
221,E010,2024-02-15,2024,2,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Waterval Park,Waterval Park,1,Water Restriction from Wiggins Water Works Pumpstation,https://www.durban.gov.za/press-statement/Water%2BRestriction%2Bfrom%2BWiggins%2BWater%2BWorks%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
222,E010,2024-02-15,2024,2,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Westridge,Westridge,1,Water Restriction from Wiggins Water Works Pumpstation,https://www.durban.gov.za/press-statement/Water%2BRestriction%2Bfrom%2BWiggins%2BWater%2BWorks%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
223,E010,2024-02-15,2024,2,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_maintenance,1,Wiggins,Wiggins,1,Water Restriction from Wiggins Water Works Pumpstation,https://www.durban.gov.za/press-statement/Water%2BRestriction%2Bfrom%2BWiggins%2BWater%2BWorks%2BPumpstation,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
224,E011,2024-04-15,2024,4,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_pipeline_work,1,Parts of Morningside,Morningside,1,Planned water restriction in some areas supplied by the Wiggins pumping system due to road construction,https://www.durban.gov.za/press-statement/Planned%2Bwater%2Brestriction%2Bin%2Bsome%2Bareas%2Bsupplied%2Bby%2Bthe%2BWiggins%2Bpumping%2Bsystem%2Bdue%2Bto%2Broad%2Bconstruction,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
225,E011,2024-04-15,2024,4,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_pipeline_work,1,Overport,Overport,1,Planned water restriction in some areas supplied by the Wiggins pumping system due to road construction,https://www.durban.gov.za/press-statement/Planned%2Bwater%2Brestriction%2Bin%2Bsome%2Bareas%2Bsupplied%2Bby%2Bthe%2BWiggins%2Bpumping%2Bsystem%2Bdue%2Bto%2Broad%2Bconstruction,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
226,E011,2024-04-15,2024,4,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_pipeline_work,1,Essenwood,Essenwood,1,Planned water restriction in some areas supplied by the Wiggins pumping system due to road construction,https://www.durban.gov.za/press-statement/Planned%2Bwater%2Brestriction%2Bin%2Bsome%2Bareas%2Bsupplied%2Bby%2Bthe%2BWiggins%2Bpumping%2Bsystem%2Bdue%2Bto%2Broad%2Bconstruction,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
227,E011,2024-04-15,2024,4,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_pipeline_work,1,Berea,Berea,1,Planned water restriction in some areas supplied by the Wiggins pumping system due to road construction,https://www.durban.gov.za/press-statement/Planned%2Bwater%2Brestriction%2Bin%2Bsome%2Bareas%2Bsupplied%2Bby%2Bthe%2BWiggins%2Bpumping%2Bsystem%2Bdue%2Bto%2Broad%2Bconstruction,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
228,E011,2024-04-15,2024,4,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_pipeline_work,1,Westridge,Westridge,1,Planned water restriction in some areas supplied by the Wiggins pumping system due to road construction,https://www.durban.gov.za/press-statement/Planned%2Bwater%2Brestriction%2Bin%2Bsome%2Bareas%2Bsupplied%2Bby%2Bthe%2BWiggins%2Bpumping%2Bsystem%2Bdue%2Bto%2Broad%2Bconstruction,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
229,E011,2024-04-15,2024,4,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_pipeline_work,1,Glenwood,Glenwood,1,Planned water restriction in some areas supplied by the Wiggins pumping system due to road construction,https://www.durban.gov.za/press-statement/Planned%2Bwater%2Brestriction%2Bin%2Bsome%2Bareas%2Bsupplied%2Bby%2Bthe%2BWiggins%2Bpumping%2Bsystem%2Bdue%2Bto%2Broad%2Bconstruction,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
230,E011,2024-04-15,2024,4,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_pipeline_work,1,Carrington Heights,Carrington Heights,1,Planned water restriction in some areas supplied by the Wiggins pumping system due to road construction,https://www.durban.gov.za/press-statement/Planned%2Bwater%2Brestriction%2Bin%2Bsome%2Bareas%2Bsupplied%2Bby%2Bthe%2BWiggins%2Bpumping%2Bsystem%2Bdue%2Bto%2Broad%2Bconstruction,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
231,E011,2024-04-15,2024,4,eThekwini Metropolitan Municipality,KwaZulu-Natal,South Africa,planned_pipeline_work,1,Woodlands,Woodlands,1,Planned water restriction in some areas supplied by the Wiggins pumping system due to road construction,https://www.durban.gov.za/press-statement/Planned%2Bwater%2Brestriction%2Bin%2Bsome%2Bareas%2Bsupplied%2Bby%2Bthe%2BWiggins%2Bpumping%2Bsystem%2Bdue%2Bto%2Broad%2Bconstruction,Official eThekwini Municipality public notice / press statement,Factual affected-area event compiled from the cited official municipal notice; not a synthetic observation.
